Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2026-02-23 00:44:00+00:00,67172.9765625,67172.9765625,67172.9765625,67172.9765625,134318080
2026-02-23 00:45:00+00:00,67178.8359375,67178.8359375,67178.8359375,67178.8359375,485376
2026-02-23 00:48:00+00:00,67108.8828125,67108.8828125,67108.8828125,67108.8828125,0
2026-02-23 00:49:00+00:00,67120.4140625,67120.4140625,67120.4140625,67120.4140625,32067584
2026-02-23 00:51:00+00:00,67068.59375,67068.59375,67068.59375,67068.59375,7432192
2026-02-23 00:52:00+00:00,67046.6171875,67046.6171875,67046.6171875,67046.6171875,139950080
2026-02-23 00:53:00+00:00,67067.4765625,67067.4765625,67067.4765625,67067.4765625,5287936
2026-02-23 00:56:00+00:00,67097.8515625,67097.8515625,67097.8515625,67097.8515625,6592512
2026-02-23 00:57:00+00:00,67028.9765625,67028.9765625,67028.9765625,67028.9765625,89057280
2026-02-23 00:58:00+00:00,66966.640625,66966.640625,66966.640625,66966.640625,0
2026-02-23 00:59:00+00:00,66794.609375,66794.609375,66794.609375,66794.609375,31617024
2026-02-23 01:00:00+00:00,66720.875,66720.875,66720.875,66720.875,6825984
2026-02-23 01:02:00+00:00,66290.5078125,66290.5078125,66290.5078125,66290.5078125,144349184
2026-02-23 01:03:00+00:00,66138.8203125,66138.8203125,66138.8203125,66138.8203125,41740288
2026-02-23 01:05:00+00:00,66408.8828125,66408.8828125,66408.8828125,66408.8828125,269008896
2026-02-23 01:06:00+00:00,66251.0859375,66251.0859375,66251.0859375,66251.0859375,30568448
2026-02-23 01:07:00+00:00,66221.4453125,66221.4453125,66221.4453125,66221.4453125,190795776
2026-02-23 01:08:00+00:00,65882.9375,65882.9375,65882.9375,65882.9375,29763584
2026-02-23 01:09:00+00:00,65751.28125,65751.28125,65751.28125,65751.28125,48326656
2026-02-23 01:11:00+00:00,65363.1875,65363.1875,65363.1875,65363.1875,188168192
2026-02-23 01:13:00+00:00,65462.4375,65462.4375,65462.4375,65462.4375,0
2026-02-23 01:14:00+00:00,65544.4453125,65544.4453125,65544.4453125,65544.4453125,33075200
2026-02-23 01:15:00+00:00,65532.38671875,65532.38671875,65532.38671875,65532.38671875,31477760
2026-02-23 01:17:00+00:00,65298.92578125,65298.92578125,65298.92578125,65298.92578125,476809216
2026-02-23 01:18:00+00:00,65308.5078125,65308.5078125,65308.5078125,65308.5078125,0
2026-02-23 01:21:00+00:00,65135.390625,65135.390625,65135.390625,65135.390625,1352476672
2026-02-23 01:23:00+00:00,65083.5390625,65083.5390625,65083.5390625,65083.5390625,0
2026-02-23 01:25:00+00:00,65089.2890625,65089.2890625,65089.2890625,65089.2890625,143265792
2026-02-23 01:26:00+00:00,65026.26171875,65026.26171875,65026.26171875,65026.26171875,68124672
2026-02-23 01:27:00+00:00,65049.375,65049.375,65049.375,65049.375,20946944
2026-02-23 01:28:00+00:00,65224.72265625,65224.72265625,65224.72265625,65224.72265625,318666752
2026-02-23 01:29:00+00:00,65156.203125,65156.203125,65156.203125,65156.203125,21913600
2026-02-23 01:31:00+00:00,65029.53515625,65029.53515625,65029.53515625,65029.53515625,232685568
2026-02-23 01:32:00+00:00,65112.9921875,65112.9921875,65112.9921875,65112.9921875,12494848
2026-02-23 01:33:00+00:00,65111.64453125,65111.64453125,65111.64453125,65111.64453125,15728640
2026-02-23 01:34:00+00:00,65080.84375,65080.84375,65080.84375,65080.84375,889561088
2026-02-23 01:36:00+00:00,65219.44921875,65219.44921875,65219.44921875,65219.44921875,9056256
2026-02-23 01:38:00+00:00,65256.359375,65256.359375,65256.359375,65256.359375,100771840
2026-02-23 01:39:00+00:00,65359.6953125,65359.6953125,65359.6953125,65359.6953125,9816064
2026-02-23 01:40:00+00:00,65342.80078125,65342.80078125,65342.80078125,65342.80078125,0
2026-02-23 01:42:00+00:00,65220.48828125,65220.48828125,65220.48828125,65220.48828125,27545600
2026-02-23 01:43:00+00:00,65157.68359375,65157.68359375,65157.68359375,65157.68359375,483577856
2026-02-23 01:44:00+00:00,65140.01953125,65140.01953125,65140.01953125,65140.01953125,0
2026-02-23 01:46:00+00:00,65009.8203125,65009.8203125,65009.8203125,65009.8203125,275709952
2026-02-23 01:47:00+00:00,64774.7421875,64774.7421875,64774.7421875,64774.7421875,0
2026-02-23 01:48:00+00:00,64843.54296875,64843.54296875,64843.54296875,64843.54296875,256466944
2026-02-23 01:50:00+00:00,64678.26171875,64678.26171875,64678.26171875,64678.26171875,394754048
2026-02-23 01:53:00+00:00,64563.12890625,64563.12890625,64563.12890625,64563.12890625,1024385024
2026-02-23 01:55:00+00:00,64416.8203125,64416.8203125,64416.8203125,64416.8203125,0
2026-02-23 01:57:00+00:00,64649.859375,64649.859375,64649.859375,64649.859375,167800832
2026-02-23 01:58:00+00:00,64598.59375,64598.59375,64598.59375,64598.59375,600211456
2026-02-23 02:01:00+00:00,64424.27734375,64424.27734375,64424.27734375,64424.27734375,301725696
2026-02-23 02:02:00+00:00,64420.875,64420.875,64420.875,64420.875,11491328
2026-02-23 02:03:00+00:00,64400.73828125,64400.73828125,64400.73828125,64400.73828125,12042240
2026-02-23 02:04:00+00:00,64548.92578125,64548.92578125,64548.92578125,64548.92578125,307574784
2026-02-23 02:07:00+00:00,64595.4609375,64595.4609375,64595.4609375,64595.4609375,227596288
2026-02-23 02:08:00+00:00,64593.875,64593.875,64593.875,64593.875,0
2026-02-23 02:11:00+00:00,64696.90234375,64696.90234375,64696.90234375,64696.90234375,130570240
2026-02-23 02:12:00+00:00,64668.9921875,64668.9921875,64668.9921875,64668.9921875,136912896
2026-02-23 02:14:00+00:00,64721.63671875,64721.63671875,64721.63671875,64721.63671875,151291904
2026-02-23 02:15:00+00:00,64729.26953125,64729.26953125,64729.26953125,64729.26953125,14149632
2026-02-23 02:17:00+00:00,64788.90234375,64788.90234375,64788.90234375,64788.90234375,193777664
2026-02-23 02:18:00+00:00,64764.953125,64764.953125,64764.953125,64764.953125,8853504
2026-02-23 02:19:00+00:00,64693.07421875,64693.07421875,64693.07421875,64693.07421875,0
2026-02-23 02:21:00+00:00,64730.18359375,64730.18359375,64730.18359375,64730.18359375,141834240
2026-02-23 02:23:00+00:00,64613.83984375,64613.83984375,64613.83984375,64613.83984375,94097408
2026-02-23 02:24:00+00:00,64574.15234375,64574.15234375,64574.15234375,64574.15234375,6922240
2026-02-23 02:26:00+00:00,64586.953125,64586.953125,64586.953125,64586.953125,130985984
2026-02-23 02:27:00+00:00,64577.80859375,64577.80859375,64577.80859375,64577.80859375,0
2026-02-23 02:28:00+00:00,64618.15625,64618.15625,64618.15625,64618.15625,42463232
2026-02-23 02:31:00+00:00,64811.46875,64811.46875,64811.46875,64811.46875,205955072
2026-02-23 02:32:00+00:00,64854.2890625,64854.2890625,64854.2890625,64854.2890625,2285568
2026-02-23 02:33:00+00:00,64827.62890625,64827.62890625,64827.62890625,64827.62890625,18683904
2026-02-23 02:34:00+00:00,64876.5546875,64876.5546875,64876.5546875,64876.5546875,59506688
2026-02-23 02:35:00+00:00,64883.36328125,64883.36328125,64883.36328125,64883.36328125,142350336
2026-02-23 02:37:00+00:00,64840.71875,64840.71875,64840.71875,64840.71875,0
2026-02-23 02:38:00+00:00,64833.9765625,64833.9765625,64833.9765625,64833.9765625,3457024
2026-02-23 02:39:00+00:00,64782.36328125,64782.36328125,64782.36328125,64782.36328125,6950912
2026-02-23 02:41:00+00:00,64769.1953125,64769.1953125,64769.1953125,64769.1953125,0
2026-02-23 02:43:00+00:00,64739.9765625,64739.9765625,64739.9765625,64739.9765625,144089088
2026-02-23 02:45:00+00:00,64822.00390625,64822.00390625,64822.00390625,64822.00390625,19511296
2026-02-23 02:47:00+00:00,64813.22265625,64813.22265625,64813.22265625,64813.22265625,0
2026-02-23 02:48:00+00:00,64808.49609375,64808.49609375,64808.49609375,64808.49609375,3528704
2026-02-23 02:51:00+00:00,64808.31640625,64808.31640625,64808.31640625,64808.31640625,711090176
2026-02-23 02:53:00+00:00,64786.28125,64786.28125,64786.28125,64786.28125,107415552
2026-02-23 02:54:00+00:00,64759.796875,64759.796875,64759.796875,64759.796875,5918720
2026-02-23 02:56:00+00:00,64706.3203125,64706.3203125,64706.3203125,64706.3203125,71925760
2026-02-23 02:57:00+00:00,64708.64453125,64708.64453125,64708.64453125,64708.64453125,2498560
2026-02-23 02:58:00+00:00,64727.58984375,64727.58984375,64727.58984375,64727.58984375,64182272
2026-02-23 03:01:00+00:00,64773.41796875,64773.41796875,64773.41796875,64773.41796875,37263360
2026-02-23 03:03:00+00:00,64797.62109375,64797.62109375,64797.62109375,64797.62109375,3905536
2026-02-23 03:04:00+00:00,64784.43359375,64784.43359375,64784.43359375,64784.43359375,21686272
2026-02-23 03:06:00+00:00,64899.99609375,64899.99609375,64899.99609375,64899.99609375,0
2026-02-23 03:07:00+00:00,64994.765625,64994.765625,64994.765625,64994.765625,185915392
2026-02-23 03:08:00+00:00,65008.3359375,65008.3359375,65008.3359375,65008.3359375,16340992
2026-02-23 03:09:00+00:00,64983.7578125,64983.7578125,64983.7578125,64983.7578125,5885952
2026-02-23 03:12:00+00:00,64864.05859375,64864.05859375,64864.05859375,64864.05859375,120281088
2026-02-23 03:13:00+00:00,64872.29296875,64872.29296875,64872.29296875,64872.29296875,5033984
2026-02-23 03:15:00+00:00,64927.97265625,64927.97265625,64927.97265625,64927.97265625,151566336
2026-02-23 03:16:00+00:00,64884.72265625,64884.72265625,64884.72265625,64884.72265625,104146944
2026-02-23 03:17:00+00:00,64824.44921875,64824.44921875,64824.44921875,64824.44921875,0
2026-02-23 03:19:00+00:00,64738.28515625,64738.28515625,64738.28515625,64738.28515625,198100992
2026-02-23 03:20:00+00:00,64763.40234375,64763.40234375,64763.40234375,64763.40234375,0
2026-02-23 03:21:00+00:00,64767.08984375,64767.08984375,64767.08984375,64767.08984375,146055168
2026-02-23 03:22:00+00:00,64735.71484375,64735.71484375,64735.71484375,64735.71484375,0
2026-02-23 03:23:00+00:00,64746.4453125,64746.4453125,64746.4453125,64746.4453125,0
2026-02-23 03:26:00+00:00,64751.14453125,64751.14453125,64751.14453125,64751.14453125,70254592
2026-02-23 03:27:00+00:00,64691.06640625,64691.06640625,64691.06640625,64691.06640625,150360064
2026-02-23 03:29:00+00:00,64751.40625,64751.40625,64751.40625,64751.40625,0
2026-02-23 03:30:00+00:00,64748.5234375,64748.5234375,64748.5234375,64748.5234375,0
2026-02-23 03:31:00+00:00,64825.34375,64825.34375,64825.34375,64825.34375,199696384
2026-02-23 03:34:00+00:00,64723.703125,64723.703125,64723.703125,64723.703125,82077696
2026-02-23 03:35:00+00:00,64749.90234375,64749.90234375,64749.90234375,64749.90234375,2971648
2026-02-23 03:37:00+00:00,64843.0703125,64843.0703125,64843.0703125,64843.0703125,135532544
2026-02-23 03:38:00+00:00,64875.3515625,64875.3515625,64875.3515625,64875.3515625,0
2026-02-23 03:39:00+00:00,64882.0,64882.0,64882.0,64882.0,73078784
2026-02-23 03:41:00+00:00,64923.1171875,64923.1171875,64923.1171875,64923.1171875,0
2026-02-23 03:42:00+00:00,64963.921875,64963.921875,64963.921875,64963.921875,154787840
2026-02-23 03:43:00+00:00,64957.30078125,64957.30078125,64957.30078125,64957.30078125,0
2026-02-23 03:46:00+00:00,64961.359375,64961.359375,64961.359375,64961.359375,258707456
2026-02-23 03:48:00+00:00,64927.07421875,64927.07421875,64927.07421875,64927.07421875,2250752
2026-02-23 03:49:00+00:00,64947.28515625,64947.28515625,64947.28515625,64947.28515625,28393472
2026-02-23 03:50:00+00:00,64928.70703125,64928.70703125,64928.70703125,64928.70703125,0
2026-02-23 03:51:00+00:00,64930.7265625,64930.7265625,64930.7265625,64930.7265625,378880
2026-02-23 03:53:00+00:00,64943.109375,64943.109375,64943.109375,64943.109375,0
2026-02-23 03:55:00+00:00,64962.421875,64962.421875,64962.421875,64962.421875,280268800
2026-02-23 03:57:00+00:00,64974.25390625,64974.25390625,64974.25390625,64974.25390625,14112768
2026-02-23 03:59:00+00:00,64946.36328125,64946.36328125,64946.36328125,64946.36328125,62994432
2026-02-23 04:01:00+00:00,64958.4921875,64958.4921875,64958.4921875,64958.4921875,0
2026-02-23 04:02:00+00:00,64957.08984375,64957.08984375,64957.08984375,64957.08984375,164454400
2026-02-23 04:04:00+00:00,64890.33203125,64890.33203125,64890.33203125,64890.33203125,0
2026-02-23 04:07:00+00:00,64857.34765625,64857.34765625,64857.34765625,64857.34765625,24297472
2026-02-23 04:09:00+00:00,64891.62109375,64891.62109375,64891.62109375,64891.62109375,0
2026-02-23 04:10:00+00:00,64927.97265625,64927.97265625,64927.97265625,64927.97265625,235223040
2026-02-23 04:11:00+00:00,64935.015625,64935.015625,64935.015625,64935.015625,0
2026-02-23 04:12:00+00:00,64955.29296875,64955.29296875,64955.29296875,64955.29296875,0
2026-02-23 04:16:00+00:00,64978.33984375,64978.33984375,64978.33984375,64978.33984375,2414592
2026-02-23 04:18:00+00:00,64904.4375,64904.4375,64904.4375,64904.4375,3696640
2026-02-23 04:20:00+00:00,64939.71875,64939.71875,64939.71875,64939.71875,327290880
2026-02-23 04:21:00+00:00,64833.703125,64833.703125,64833.703125,64833.703125,17569792
2026-02-23 04:22:00+00:00,64806.6328125,64806.6328125,64806.6328125,64806.6328125,16869376
2026-02-23 04:23:00+00:00,64798.29296875,64798.29296875,64798.29296875,64798.29296875,0
2026-02-23 04:25:00+00:00,64794.0859375,64794.0859375,64794.0859375,64794.0859375,0
2026-02-23 04:27:00+00:00,64735.203125,64735.203125,64735.203125,64735.203125,6213632
2026-02-23 04:29:00+00:00,64759.41015625,64759.41015625,64759.41015625,64759.41015625,92315648
2026-02-23 04:30:00+00:00,64754.45703125,64754.45703125,64754.45703125,64754.45703125,1075200
2026-02-23 04:31:00+00:00,64785.44140625,64785.44140625,64785.44140625,64785.44140625,550662144
2026-02-23 04:32:00+00:00,64780.203125,64780.203125,64780.203125,64780.203125,2670592
2026-02-23 04:34:00+00:00,64761.91015625,64761.91015625,64761.91015625,64761.91015625,65857536
2026-02-23 04:35:00+00:00,64756.1640625,64756.1640625,64756.1640625,64756.1640625,0
2026-02-23 04:36:00+00:00,64755.90234375,64755.90234375,64755.90234375,64755.90234375,157515776
2026-02-23 04:37:00+00:00,64743.74609375,64743.74609375,64743.74609375,64743.74609375,0
2026-02-23 04:38:00+00:00,64706.828125,64706.828125,64706.828125,64706.828125,143847424
2026-02-23 04:39:00+00:00,64706.98046875,64706.98046875,64706.98046875,64706.98046875,13799424
2026-02-23 04:42:00+00:00,64681.89453125,64681.89453125,64681.89453125,64681.89453125,0
2026-02-23 04:44:00+00:00,64692.6640625,64692.6640625,64692.6640625,64692.6640625,50561024
2026-02-23 04:46:00+00:00,64712.03515625,64712.03515625,64712.03515625,64712.03515625,349155328
2026-02-23 04:47:00+00:00,64709.64453125,64709.64453125,64709.64453125,64709.64453125,0
2026-02-23 04:48:00+00:00,64710.00390625,64710.00390625,64710.00390625,64710.00390625,0
2026-02-23 04:51:00+00:00,64731.765625,64731.765625,64731.765625,64731.765625,161880064
2026-02-23 04:53:00+00:00,64725.08984375,64725.08984375,64725.08984375,64725.08984375,31660032
2026-02-23 04:54:00+00:00,64750.1015625,64750.1015625,64750.1015625,64750.1015625,0
2026-02-23 04:57:00+00:00,64804.671875,64804.671875,64804.671875,64804.671875,75517952
2026-02-23 04:59:00+00:00,64811.03515625,64811.03515625,64811.03515625,64811.03515625,0
2026-02-23 05:00:00+00:00,64801.22265625,64801.22265625,64801.22265625,64801.22265625,157671424
2026-02-23 05:02:00+00:00,64819.65234375,64819.65234375,64819.65234375,64819.65234375,0
2026-02-23 05:04:00+00:00,64839.53125,64839.53125,64839.53125,64839.53125,33777664
2026-02-23 05:05:00+00:00,64850.125,64850.125,64850.125,64850.125,6703104
2026-02-23 05:07:00+00:00,64924.16796875,64924.16796875,64924.16796875,64924.16796875,151744512
2026-02-23 05:08:00+00:00,64927.10546875,64927.10546875,64927.10546875,64927.10546875,8802304
2026-02-23 05:09:00+00:00,64922.890625,64922.890625,64922.890625,64922.890625,0
2026-02-23 05:10:00+00:00,64948.91796875,64948.91796875,64948.91796875,64948.91796875,0
2026-02-23 05:11:00+00:00,65121.99609375,65121.99609375,65121.99609375,65121.99609375,170985472
2026-02-23 05:12:00+00:00,65092.28125,65092.28125,65092.28125,65092.28125,18319360
2026-02-23 05:15:00+00:00,65082.10546875,65082.10546875,65082.10546875,65082.10546875,0
2026-02-23 05:16:00+00:00,65080.86328125,65080.86328125,65080.86328125,65080.86328125,231299072
2026-02-23 05:17:00+00:00,65095.4765625,65095.4765625,65095.4765625,65095.4765625,1488896
2026-02-23 05:18:00+00:00,65147.80078125,65147.80078125,65147.80078125,65147.80078125,0
2026-02-23 05:19:00+00:00,65172.890625,65172.890625,65172.890625,65172.890625,300656640
2026-02-23 05:21:00+00:00,65065.875,65065.875,65065.875,65065.875,13932544
2026-02-23 05:23:00+00:00,65076.0390625,65076.0390625,65076.0390625,65076.0390625,160925696
2026-02-23 05:24:00+00:00,65093.671875,65093.671875,65093.671875,65093.671875,7333888
2026-02-23 05:26:00+00:00,64928.0,64928.0,64928.0,64928.0,68034560
2026-02-23 05:27:00+00:00,64912.8359375,64912.8359375,64912.8359375,64912.8359375,0
2026-02-23 05:28:00+00:00,64946.828125,64946.828125,64946.828125,64946.828125,371875840
2026-02-23 05:29:00+00:00,64968.24609375,64968.24609375,64968.24609375,64968.24609375,0
2026-02-23 05:31:00+00:00,65072.13671875,65072.13671875,65072.13671875,65072.13671875,105213952
2026-02-23 05:32:00+00:00,65047.68359375,65047.68359375,65047.68359375,65047.68359375,0
2026-02-23 05:34:00+00:00,65092.734375,65092.734375,65092.734375,65092.734375,59500544
2026-02-23 05:35:00+00:00,65080.13671875,65080.13671875,65080.13671875,65080.13671875,1521664
2026-02-23 05:37:00+00:00,65047.98046875,65047.98046875,65047.98046875,65047.98046875,252915712
2026-02-23 05:39:00+00:00,65027.7578125,65027.7578125,65027.7578125,65027.7578125,7127040
2026-02-23 05:40:00+00:00,65033.359375,65033.359375,65033.359375,65033.359375,178450432
2026-02-23 05:42:00+00:00,65062.52734375,65062.52734375,65062.52734375,65062.52734375,4804608
2026-02-23 05:43:00+00:00,65030.953125,65030.953125,65030.953125,65030.953125,41445376
2026-02-23 05:46:00+00:00,64999.37109375,64999.37109375,64999.37109375,64999.37109375,36579328
2026-02-23 05:47:00+00:00,65029.328125,65029.328125,65029.328125,65029.328125,0
2026-02-23 05:48:00+00:00,65012.01171875,65012.01171875,65012.01171875,65012.01171875,163727360
2026-02-23 05:51:00+00:00,64987.58984375,64987.58984375,64987.58984375,64987.58984375,0
2026-02-23 05:52:00+00:00,65001.84375,65001.84375,65001.84375,65001.84375,43235328
2026-02-23 05:54:00+00:00,65001.1328125,65001.1328125,65001.1328125,65001.1328125,190607360
2026-02-23 05:55:00+00:00,64997.4296875,64997.4296875,64997.4296875,64997.4296875,18610176
2026-02-23 05:57:00+00:00,64971.75,64971.75,64971.75,64971.75,0
2026-02-23 05:58:00+00:00,64976.87890625,64976.87890625,64976.87890625,64976.87890625,305999872
2026-02-23 05:59:00+00:00,65036.359375,65036.359375,65036.359375,65036.359375,0
2026-02-23 06:01:00+00:00,65024.76953125,65024.76953125,65024.76953125,65024.76953125,0
2026-02-23 06:02:00+00:00,65042.03515625,65042.03515625,65042.03515625,65042.03515625,234027008
2026-02-23 06:04:00+00:00,65082.28125,65082.28125,65082.28125,65082.28125,0
2026-02-23 06:06:00+00:00,65117.61328125,65117.61328125,65117.61328125,65117.61328125,4648960
2026-02-23 06:07:00+00:00,65147.375,65147.375,65147.375,65147.375,0
2026-02-23 06:09:00+00:00,65159.921875,65159.921875,65159.921875,65159.921875,175040512
2026-02-23 06:10:00+00:00,65172.1484375,65172.1484375,65172.1484375,65172.1484375,21876736
2026-02-23 06:11:00+00:00,65167.5234375,65167.5234375,65167.5234375,65167.5234375,0
2026-02-23 06:12:00+00:00,65255.14453125,65255.14453125,65255.14453125,65255.14453125,15935488
2026-02-23 06:14:00+00:00,65327.765625,65327.765625,65327.765625,65327.765625,231313408
2026-02-23 06:15:00+00:00,65343.90625,65343.90625,65343.90625,65343.90625,16297984
2026-02-23 06:17:00+00:00,65347.9296875,65347.9296875,65347.9296875,65347.9296875,184524800
2026-02-23 06:19:00+00:00,65320.8359375,65320.8359375,65320.8359375,65320.8359375,0
2026-02-23 06:20:00+00:00,65301.19140625,65301.19140625,65301.19140625,65301.19140625,0
2026-02-23 06:22:00+00:00,65332.00390625,65332.00390625,65332.00390625,65332.00390625,0
2026-02-23 06:23:00+00:00,65411.9296875,65411.9296875,65411.9296875,65411.9296875,254984192
2026-02-23 06:24:00+00:00,65397.9921875,65397.9921875,65397.9921875,65397.9921875,5867520
2026-02-23 06:25:00+00:00,65381.765625,65381.765625,65381.765625,65381.765625,240130048
2026-02-23 06:26:00+00:00,65361.6171875,65361.6171875,65361.6171875,65361.6171875,0
2026-02-23 06:29:00+00:00,65319.58984375,65319.58984375,65319.58984375,65319.58984375,181463040
2026-02-23 06:31:00+00:00,65290.42578125,65290.42578125,65290.42578125,65290.42578125,15052800
2026-02-23 06:33:00+00:00,65327.92578125,65327.92578125,65327.92578125,65327.92578125,0
2026-02-23 06:34:00+00:00,65340.6171875,65340.6171875,65340.6171875,65340.6171875,91127808
2026-02-23 06:36:00+00:00,65408.25390625,65408.25390625,65408.25390625,65408.25390625,179245056
2026-02-23 06:37:00+00:00,65493.69921875,65493.69921875,65493.69921875,65493.69921875,0
2026-02-23 06:39:00+00:00,65602.609375,65602.609375,65602.609375,65602.609375,17823744
2026-02-23 06:41:00+00:00,65588.3046875,65588.3046875,65588.3046875,65588.3046875,179849216
2026-02-23 06:42:00+00:00,65520.40625,65520.40625,65520.40625,65520.40625,0
2026-02-23 06:43:00+00:00,65528.8046875,65528.8046875,65528.8046875,65528.8046875,0
2026-02-23 06:45:00+00:00,65522.09375,65522.09375,65522.09375,65522.09375,191029248
2026-02-23 06:46:00+00:00,65583.1640625,65583.1640625,65583.1640625,65583.1640625,0
2026-02-23 06:48:00+00:00,65686.8203125,65686.8203125,65686.8203125,65686.8203125,187615232
2026-02-23 06:49:00+00:00,65677.6015625,65677.6015625,65677.6015625,65677.6015625,29413376
2026-02-23 06:51:00+00:00,65691.4140625,65691.4140625,65691.4140625,65691.4140625,12163072
2026-02-23 06:53:00+00:00,65701.3125,65701.3125,65701.3125,65701.3125,0
2026-02-23 06:55:00+00:00,65762.984375,65762.984375,65762.984375,65762.984375,218761216
2026-02-23 06:56:00+00:00,65731.6640625,65731.6640625,65731.6640625,65731.6640625,0
2026-02-23 06:58:00+00:00,65717.484375,65717.484375,65717.484375,65717.484375,0
2026-02-23 06:59:00+00:00,65734.015625,65734.015625,65734.015625,65734.015625,12353536
2026-02-23 07:01:00+00:00,65782.5390625,65782.5390625,65782.5390625,65782.5390625,72470528
2026-02-23 07:02:00+00:00,65787.203125,65787.203125,65787.203125,65787.203125,7380992
2026-02-23 07:03:00+00:00,65785.1171875,65785.1171875,65785.1171875,65785.1171875,0
2026-02-23 07:05:00+00:00,65813.0390625,65813.0390625,65813.0390625,65813.0390625,373458944
2026-02-23 07:06:00+00:00,65864.4453125,65864.4453125,65864.4453125,65864.4453125,10891264
2026-02-23 07:08:00+00:00,65826.5,65826.5,65826.5,65826.5,0
2026-02-23 07:10:00+00:00,65764.6484375,65764.6484375,65764.6484375,65764.6484375,216678400
2026-02-23 07:12:00+00:00,65766.8828125,65766.8828125,65766.8828125,65766.8828125,12283904
2026-02-23 07:14:00+00:00,65848.5859375,65848.5859375,65848.5859375,65848.5859375,94763008
2026-02-23 07:15:00+00:00,65782.8828125,65782.8828125,65782.8828125,65782.8828125,6105088
2026-02-23 07:17:00+00:00,65722.1484375,65722.1484375,65722.1484375,65722.1484375,39358464
2026-02-23 07:18:00+00:00,65745.09375,65745.09375,65745.09375,65745.09375,0
2026-02-23 07:20:00+00:00,65787.6015625,65787.6015625,65787.6015625,65787.6015625,30216192
2026-02-23 07:22:00+00:00,65740.9453125,65740.9453125,65740.9453125,65740.9453125,109559808
2026-02-23 07:23:00+00:00,65717.3828125,65717.3828125,65717.3828125,65717.3828125,2338816
2026-02-23 07:26:00+00:00,65767.546875,65767.546875,65767.546875,65767.546875,229787648
2026-02-23 07:27:00+00:00,65728.734375,65728.734375,65728.734375,65728.734375,4345856
2026-02-23 07:29:00+00:00,65725.90625,65725.90625,65725.90625,65725.90625,73816064
2026-02-23 07:30:00+00:00,65721.359375,65721.359375,65721.359375,65721.359375,1040384
2026-02-23 07:32:00+00:00,65700.546875,65700.546875,65700.546875,65700.546875,0
2026-02-23 07:33:00+00:00,65724.4375,65724.4375,65724.4375,65724.4375,177561600
2026-02-23 07:34:00+00:00,65716.6875,65716.6875,65716.6875,65716.6875,0
2026-02-23 07:36:00+00:00,65776.2578125,65776.2578125,65776.2578125,65776.2578125,0
2026-02-23 07:37:00+00:00,65762.5078125,65762.5078125,65762.5078125,65762.5078125,73660416
